generation,best_fitness,best_ind,worst_fitness,worst_ind,avg_fitness
52,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-20838329396175108156520449647135276869172879435805173409408486497149470878520995923936669395307892694440643728624743513884828148057797607903333107,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-2.083795021448784e+143
53,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16075534272861204429325571419338382004195420756349879842744465793942844288008178462145238411145731369939279547054378048140485130459501,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.659543616024867e+138
54,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16075534272861204429325571419338382004195420756349879842744465793942844288008178462145238411145731369939279547054378048140485130459501,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",4.012270406322771e+138
55,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-23286737874610452738673920126286723610586982298566452476644610227897581374031882687204732357953107533088307619146030874052986686396391693394254171,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.328633664755371e+143
56,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-23286737874610452738673920126286723610586982298566452476644610227897581374031882687204732357953107533088307619146030874052986686396391693394254171,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.328635428393769e+143
57,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16181570308179057971343371604868408018181948285723770940312515536875333899450436263277651918318371463232225481497903890588163594829029,"[1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.835906605861948e+138
58,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16075534272861204429325571419338382004195420756349879842744465793942844288008178462145238411145731369939279547054378048140485130459501,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.6154524778576745e+138
59,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16075534272861204429325571419338382004195420756349879842744465793942844288008178462145238411145731369939279547054378048140485130459501,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.6595439162701445e+138
60,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-28866933434179408525888468460283128035190238473704375863731675646506183941123919189901044947909948384191520031505551650392620477101057,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.924088196913059e+138
61,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-23286737874610452738673920126286723610586982298566452476644610227897581374031882687204732357953107533088307619146030874052986686396391693394254171,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.32863542838685e+143
62,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-8708483100704270970928182139492681952156099288599390592172230713695734698292823014638871440574179766061930445962730245716787032747651,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.791816788768041e+138
63,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-8708483100704270970928182139492681952156099288599390592172230713695734698292823014638871440574179766061930445962730245716787032747651,"[1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.924088898092942e+138
64,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16075534272861204429325571419338382004195420756349879842744465793942844288008178462145238411145731369939279547054378048140485130459501,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",4.012270508276857e+138
65,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-28866933434179408525888468460283128035190238473704375863731675646506183941123919189901044947909948384191520031505551650392620477101057,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.835906412188508e+138
66,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-28866933434179408525888468460283128035190238473704375863731675646506183941123919189901044947909948384191520031505551650392620477101057,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",3.879997298274191e+138
67,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-28866933434179408525888468460283128035190238473704375863731675646506183941123919189901044947909948384191520031505551650392620477101057,"[1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",4.056361271758567e+138
68,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-20838329396175108156520449647135276869172879435805173409408486497149470878520995923936669395307892694440643728624743513884828148057797607903333107,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-2.083792376001812e+143
69,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-23286737874610452738673920126286723610586982298566452476644610227897581374031882687204732357953107533088307619146030874052986686396391693394254171,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",4.430181945505661e+145
70,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-16075534272861204429325571419338382004195420756349879842744465793942844288008178462145238411145731369939279547054378048140485130459501,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",6.680202828865887e+145
71,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-20838329396175108156520449647135276869172879435805173409408486497149470878520995923936669395307892694440643728624743513884828148057797607903333107,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",8.886098614091744e+145
72,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-20838329396175108156520449647135276869172879435805173409408486497149470878520995923936669395307892694440643728624743513884828148057797607903333107,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",1.5566301157100071e+146
73,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",2.672080988977183e+146
74,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-12402980737640172468946377676452389782978816696236862986866671448595949558534094728850358662184461036284267918339297417763759449107072556836320659892421757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-1.2402945109893029e+152
75,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",4.676141769221212e+146
76,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-374044755127446968110521029969819643302615429158609400580761134031300888040771556252190371209259625936952077227774719921411071742262043720273,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",6.680202567675985e+146
77,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-20838329396175108156520449647135276869172879435805173409408486497149470878520995923936669395307892694440643728624743513884828148057797607903333107,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",9.79554647487452e+146
78,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-53965445439284880974434810861574421397000974469088986246598770084228512191122859062839023614257281822832671378097800534991370948670144529909,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.4919118894426943e+147
79,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.736852635742499e+147
80,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.8036546544659026e+147
81,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-459857981978265212163116686630478622915589785988965761382282037013351333330743542771170373179726177871514542287977057916747584806068806439908624511,"[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1.888125446701352e+147
82,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-412356590375653147024014724614917781630801492695821610583799945817931502463341097980309034075059369558334106651901003826857382860758869759189,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.9817933931205855e+147
83,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540870568548048e+152
84,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.0931300946960303e+147
85,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-412356590375653147024014724614917781630801492695821610583799945817931502463341097980309034075059369558334106651901003826857382860758869759189,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.048595405642701e+147
86,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",2.0040607253991087e+147
87,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540866115080256e+152
88,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",2.0040607100154475e+147
89,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-376681677635455754958708336656145835331939071504852270432080047302698255036418418771287673343576480663568463700760340619470961325581462062083,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",2.026328063921062e+147
90,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-215325189737002745940471785372181548120775242668817431905788075028573689542056548381355448324901462652182180371934682967007462441608173489715,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0]",1.848189353665806e+147
91,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-12402980737640172468946377676452389782978816696236862986866671448595949558534094728850358662184461036284267918339297417763759449107072556836320659892421757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-1.2402800372171736e+152
92,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.354087502201346e+152
93,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540866115079328e+152
94,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-12402980737640172468946377676452389782978816696236862986866671448595949558534094728850358662184461036284267918339297417763759449107072556836320659892421757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-1.2402791465237139e+152
95,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540868341813936e+152
96,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.7081925956027583e+152
97,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.7081925956027885e+152
98,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-12402980737640172468946377676452389782978816696236862986866671448595949558534094728850358662184461036284267918339297417763759449107072556836320659892421757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-1.2402780331566975e+152
99,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-12402980737640172468946377676452389782978816696236862986866671448595949558534094728850358662184461036284267918339297417763759449107072556836320659892421757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-1.2402789238503757e+152
100,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540866115078798e+152
