generation,best_fitness,best_ind,worst_fitness,worst_ind,avg_fitness
101,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.0485954023364218e+147
102,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-376681677635455754958708336656145835331939071504852270432080047302698255036418418771287673343576480663568463700760340619470961325581462062083,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",2.02632805455008e+147
103,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.870456662332793e+147
104,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.914991349947765e+147
105,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-412356590375653147024014724614917781630801492695821610583799945817931502463341097980309034075059369558334106651901003826857382860758869759189,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.959526041510793e+147
106,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.9817933798948506e+147
107,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540861661610208e+152
108,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-272014660487975168776409207884481885749910544442322034464201807361297894750655786806306009474162397128812481746783355519534491262959575958021,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.0485954186976307e+147
109,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-363108465698513912552618403520746106334784978119989434551774452547748525211580086664873728241366906682328723369339572407034992784285992176957,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0]",1.981793380697777e+147
110,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-376681677635455754958708336656145835331939071504852270432080047302698255036418418771287673343576480663568463700760340619470961325581462062083,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1.8036546553074374e+147
111,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-324172511054859844781901308978298183667889723078817431140160465371358055922377615949933380551100054348286867729308067652013864160217326133361,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.937258708708713e+147
112,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-376681677635455754958708336656145835331939071504852270432080047302698255036418418771287673343576480663568463700760340619470961325581462062083,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1.914991353992756e+147
113,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.8927240105710207e+147
114,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-376681677635455754958708336656145835331939071504852270432080047302698255036418418771287673343576480663568463700760340619470961325581462062083,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0]",1.9817933769529322e+147
115,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-12402980737640172468946377676452389782978816696236862986866671448595949558534094728850358662184461036284267918339297417763759449107072556836320659892421757,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]",-2.480577220287898e+152
116,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.354086166161111e+152
117,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-5.302598212175782e+152
118,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.7813873056093518e+147
119,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.354088615568616e+152
120,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540877248749282e+152
121,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-3.9484931187745273e+152
122,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.048595410061969e+147
123,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.9372586890318502e+147
124,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-374044755127446968110521029969819643302615429158609400580761134031300888040771556252190371209259625936952077227774719921411071742262043720273,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0]",2.0040607212020505e+147
125,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540886155687252e+152
126,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-412356590375653147024014724614917781630801492695821610583799945817931502463341097980309034075059369558334106651901003826857382860758869759189,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.8036546477278837e+147
127,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540875022016307e+152
128,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",1.9817933918806707e+147
129,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-324172511054859844781901308978298183667889723078817431140160465371358055922377615949933380551100054348286867729308067652013864160217326133361,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.9418927785214652e+147
130,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1.941892777915863e+147
131,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-405179188256745451465274870900127610054110546052412784316597483062869051148280500306271867076588536194821377318696581137478155875534407997857,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.107032332443313e+147
132,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",2.0272311013919123e+147
133,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-274791926213119733019083865554005429337033920076524150973349066969742197963001332551297654825226670965349163145101152702924989355938403820979,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",2.0903021116902043e+147
134,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.5943832757993007e+152
135,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-3.948491384916539e+152
136,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-2.7081930331078947e+152
137,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",2.159812568118169e+147
138,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.3540840062124147e+152
139,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-14826038312436178534458526424837627552232363492315509334770480742546368781895238408536564282187614860588395939505049504644980335286596127580621861049692675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",-2.965183886338136e+152
140,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-14826038312436178534458526424837627552232363492315509334770480742546368781895238408536564282187614860588395939505049504644980335286596127580621861049692675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",-7.284498136538881e+152
141,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-14826038312436178534458526424837627552232363492315509334770480742546368781895238408536564282187614860588395939505049504644980335286596127580621861049692675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",-4.447788404851507e+152
142,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-14826038312436178534458526424837627552232363492315509334770480742546368781895238408536564282187614860588395939505049504644980335286596127580621861049692675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",-1.482580204335848e+152
143,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-401135366183057227391553377890802820175589502650043774513723136887850540674197948339516373273869500813480143260613884549126265458733069559715,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1]",2.421127706495297e+147
144,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-13541064294417819550499779308015122042350559861919170894043360901646062388783826790923372560172735138332793204659479516707972299052947312741497801501696125,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",-1.354081680136479e+152
145,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-444670147226309135665642106972359321791065272209307211541049544268011536165101380301618964574064568028751323125925786801985116996127214508859,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0]",2.3942262725494517e+147
146,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-446164682811037685279172552132927331804424085076320386245410690743844189307174963148046032070128678142305605741209091113434143933051267792827,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",2.4211276870573707e+147
147,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-446164682811037685279172552132927331804424085076320386245410690743844189307174963148046032070128678142305605741209091113434143933051267792827,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1]",2.4480291106511098e+147
148,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-14826038312436178534458526424837627552232363492315509334770480742546368781895238408536564282187614860588395939505049504644980335286596127580621861049692675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",-1.4825793509525775e+152
149,13359792,"[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0]",-14826038312436178534458526424837627552232363492315509334770480742546368781895238408536564282187614860588395939505049504644980335286596127580621861049692675,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",-1.482579350952563e+152
