pc,pv,pm,pop_size,n_ger,run,best_fitness
0.7,0.7,0.05,100,200,8,428
0.7,0.7,0.05,100,200,9,443
0.7,0.7,0.05,200,100,0,467
0.7,0.7,0.05,200,100,1,465
0.7,0.7,0.05,200,100,2,459
0.7,0.7,0.05,200,100,3,475
0.7,0.7,0.05,200,100,4,408
0.7,0.7,0.05,200,100,5,453
0.7,0.7,0.05,200,100,6,453
0.7,0.7,0.05,200,100,7,472
0.7,0.7,0.05,200,100,8,463
0.7,0.7,0.05,200,100,9,467
0.7,0.7,0.05,200,200,0,399
0.7,0.7,0.05,200,200,1,454
0.7,0.7,0.05,200,200,2,476
0.7,0.7,0.05,200,200,3,447
0.7,0.7,0.05,200,200,4,424
0.7,0.7,0.05,200,200,5,447
0.7,0.7,0.05,200,200,6,477
0.7,0.7,0.05,200,200,7,467
0.7,0.7,0.05,200,200,8,396
0.7,0.7,0.05,200,200,9,455
0.7,0.7,0.1,100,100,0,451
0.7,0.7,0.1,100,100,1,490
0.7,0.7,0.1,100,100,2,479
0.7,0.7,0.1,100,100,3,447
0.7,0.7,0.1,100,100,4,480
0.7,0.7,0.1,100,100,5,497
0.7,0.7,0.1,100,100,6,490
0.7,0.7,0.1,100,100,7,455
0.7,0.7,0.1,100,100,8,465
0.7,0.7,0.1,100,100,9,483
0.7,0.7,0.1,100,200,0,469
0.7,0.7,0.1,100,200,1,515
0.7,0.7,0.1,100,200,2,495
0.7,0.7,0.1,100,200,3,505
0.7,0.7,0.1,100,200,4,472
0.7,0.7,0.1,100,200,5,482
0.7,0.7,0.1,100,200,6,425
0.7,0.7,0.1,100,200,7,492
0.7,0.7,0.1,100,200,8,487
0.7,0.7,0.1,100,200,9,475
0.7,0.7,0.1,200,100,0,473
0.7,0.7,0.1,200,100,1,476
0.7,0.7,0.1,200,100,2,426
0.7,0.7,0.1,200,100,3,464
0.7,0.7,0.1,200,100,4,420
0.7,0.7,0.1,200,100,5,486
0.7,0.7,0.1,200,100,6,453
0.7,0.7,0.1,200,100,7,434
0.7,0.7,0.1,200,100,8,464
0.7,0.7,0.1,200,100,9,464
0.7,0.7,0.1,200,200,0,491
0.7,0.7,0.1,200,200,1,498
0.7,0.7,0.1,200,200,2,482
0.7,0.7,0.1,200,200,3,477
0.7,0.7,0.1,200,200,4,465
0.7,0.7,0.1,200,200,5,480
0.7,0.7,0.1,200,200,6,463
0.7,0.7,0.1,200,200,7,466
0.7,0.7,0.1,200,200,8,417
0.7,0.7,0.1,200,200,9,446
0.7,0.9,0.01,100,100,0,295
0.7,0.9,0.01,100,100,1,322
0.7,0.9,0.01,100,100,2,291
0.7,0.9,0.01,100,100,3,391
0.7,0.9,0.01,100,100,4,321
0.7,0.9,0.01,100,100,5,295
0.7,0.9,0.01,100,100,6,315
0.7,0.9,0.01,100,100,7,291
0.7,0.9,0.01,100,100,8,291
0.7,0.9,0.01,100,100,9,291
0.7,0.9,0.01,100,200,0,291
0.7,0.9,0.01,100,200,1,321
0.7,0.9,0.01,100,200,2,291
0.7,0.9,0.01,100,200,3,291
0.7,0.9,0.01,100,200,4,291
0.7,0.9,0.01,100,200,5,291
0.7,0.9,0.01,100,200,6,291
0.7,0.9,0.01,100,200,7,291
0.7,0.9,0.01,100,200,8,291
0.7,0.9,0.01,100,200,9,313
0.7,0.9,0.01,200,100,0,291
0.7,0.9,0.01,200,100,1,315
0.7,0.9,0.01,200,100,2,291
0.7,0.9,0.01,200,100,3,317
0.7,0.9,0.01,200,100,4,313
0.7,0.9,0.01,200,100,5,291
0.7,0.9,0.01,200,100,6,291
0.7,0.9,0.01,200,100,7,291
0.7,0.9,0.01,200,100,8,335
0.7,0.9,0.01,200,100,9,291
0.7,0.9,0.01,200,200,0,291
0.7,0.9,0.01,200,200,1,291
0.7,0.9,0.01,200,200,2,291
0.7,0.9,0.01,200,200,3,291
0.7,0.9,0.01,200,200,4,291
0.7,0.9,0.01,200,200,5,291
0.7,0.9,0.01,200,200,6,291
0.7,0.9,0.01,200,200,7,291
0.7,0.9,0.01,200,200,8,291
0.7,0.9,0.01,200,200,9,291
0.7,0.9,0.05,100,100,0,291
0.7,0.9,0.05,100,100,1,307
0.7,0.9,0.05,100,100,2,347
0.7,0.9,0.05,100,100,3,321
0.7,0.9,0.05,100,100,4,299
0.7,0.9,0.05,100,100,5,325
0.7,0.9,0.05,100,100,6,291
0.7,0.9,0.05,100,100,7,315
0.7,0.9,0.05,100,100,8,291
0.7,0.9,0.05,100,100,9,315
0.7,0.9,0.05,100,200,0,291
0.7,0.9,0.05,100,200,1,291
0.7,0.9,0.05,100,200,2,291
0.7,0.9,0.05,100,200,3,291
0.7,0.9,0.05,100,200,4,291
0.7,0.9,0.05,100,200,5,291
0.7,0.9,0.05,100,200,6,291
0.7,0.9,0.05,100,200,7,291
0.7,0.9,0.05,100,200,8,291
0.7,0.9,0.05,100,200,9,291
0.7,0.9,0.05,200,100,0,299
0.7,0.9,0.05,200,100,1,335
0.7,0.9,0.05,200,100,2,291
0.7,0.9,0.05,200,100,3,332
0.7,0.9,0.05,200,100,4,313
0.7,0.9,0.05,200,100,5,326
0.7,0.9,0.05,200,100,6,291
0.7,0.9,0.05,200,100,7,341
0.7,0.9,0.05,200,100,8,317
0.7,0.9,0.05,200,100,9,327
0.7,0.9,0.05,200,200,0,291
0.7,0.9,0.05,200,200,1,291
0.7,0.9,0.05,200,200,2,291
0.7,0.9,0.05,200,200,3,291
0.7,0.9,0.05,200,200,4,291
0.7,0.9,0.05,200,200,5,291
0.7,0.9,0.05,200,200,6,291
0.7,0.9,0.05,200,200,7,291
0.7,0.9,0.05,200,200,8,291
0.7,0.9,0.05,200,200,9,291
0.7,0.9,0.1,100,100,0,323
0.7,0.9,0.1,100,100,1,291
0.7,0.9,0.1,100,100,2,425
0.7,0.9,0.1,100,100,3,295
0.7,0.9,0.1,100,100,4,347
0.7,0.9,0.1,100,100,5,315
0.7,0.9,0.1,100,100,6,295
0.7,0.9,0.1,100,100,7,448
0.7,0.9,0.1,100,100,8,337
0.7,0.9,0.1,100,100,9,295
0.7,0.9,0.1,100,200,0,303
0.7,0.9,0.1,100,200,1,356
0.7,0.9,0.1,100,200,2,307
0.7,0.9,0.1,100,200,3,291
0.7,0.9,0.1,100,200,4,291
0.7,0.9,0.1,100,200,5,299
0.7,0.9,0.1,100,200,6,333
0.7,0.9,0.1,100,200,7,317
0.7,0.9,0.1,100,200,8,325
0.7,0.9,0.1,100,200,9,317
0.7,0.9,0.1,200,100,0,291
0.7,0.9,0.1,200,100,1,317
0.7,0.9,0.1,200,100,2,341
0.7,0.9,0.1,200,100,3,291
0.7,0.9,0.1,200,100,4,303
0.7,0.9,0.1,200,100,5,317
0.7,0.9,0.1,200,100,6,323
0.7,0.9,0.1,200,100,7,327
0.7,0.9,0.1,200,100,8,407
0.7,0.9,0.1,200,100,9,338
0.7,0.9,0.1,200,200,0,299
0.7,0.9,0.1,200,200,1,291
0.7,0.9,0.1,200,200,2,317
0.7,0.9,0.1,200,200,3,291
0.7,0.9,0.1,200,200,4,295
0.7,0.9,0.1,200,200,5,295
0.7,0.9,0.1,200,200,6,345
0.7,0.9,0.1,200,200,7,291
0.7,0.9,0.1,200,200,8,311
0.7,0.9,0.1,200,200,9,317
1.0,0.5,0.01,100,100,0,535
1.0,0.5,0.01,100,100,1,461
1.0,0.5,0.01,100,100,2,503
1.0,0.5,0.01,100,100,3,517
1.0,0.5,0.01,100,100,4,486
1.0,0.5,0.01,100,100,5,476
1.0,0.5,0.01,100,100,6,504
1.0,0.5,0.01,100,100,7,474
1.0,0.5,0.01,100,100,8,524
1.0,0.5,0.01,100,100,9,548
1.0,0.5,0.01,100,200,0,539
1.0,0.5,0.01,100,200,1,487
1.0,0.5,0.01,100,200,2,550
1.0,0.5,0.01,100,200,3,506
1.0,0.5,0.01,100,200,4,487
1.0,0.5,0.01,100,200,5,521
1.0,0.5,0.01,100,200,6,522
1.0,0.5,0.01,100,200,7,513
1.0,0.5,0.01,100,200,8,491
1.0,0.5,0.01,100,200,9,539
1.0,0.5,0.01,200,100,0,513
1.0,0.5,0.01,200,100,1,499
1.0,0.5,0.01,200,100,2,486
1.0,0.5,0.01,200,100,3,500
1.0,0.5,0.01,200,100,4,505
1.0,0.5,0.01,200,100,5,503
1.0,0.5,0.01,200,100,6,530
1.0,0.5,0.01,200,100,7,498
1.0,0.5,0.01,200,100,8,444
1.0,0.5,0.01,200,100,9,510
1.0,0.5,0.01,200,200,0,456
1.0,0.5,0.01,200,200,1,513
1.0,0.5,0.01,200,200,2,519
1.0,0.5,0.01,200,200,3,446
1.0,0.5,0.01,200,200,4,464
1.0,0.5,0.01,200,200,5,464
1.0,0.5,0.01,200,200,6,461
1.0,0.5,0.01,200,200,7,463
1.0,0.5,0.01,200,200,8,508
1.0,0.5,0.01,200,200,9,476
1.0,0.5,0.05,100,100,0,486
1.0,0.5,0.05,100,100,1,457
1.0,0.5,0.05,100,100,2,442
1.0,0.5,0.05,100,100,3,516
1.0,0.5,0.05,100,100,4,529
1.0,0.5,0.05,100,100,5,501
1.0,0.5,0.05,100,100,6,540
1.0,0.5,0.05,100,100,7,532
1.0,0.5,0.05,100,100,8,543
1.0,0.5,0.05,100,100,9,566
1.0,0.5,0.05,100,200,0,540
1.0,0.5,0.05,100,200,1,488
1.0,0.5,0.05,100,200,2,488
1.0,0.5,0.05,100,200,3,529
1.0,0.5,0.05,100,200,4,532
1.0,0.5,0.05,100,200,5,533
1.0,0.5,0.05,100,200,6,474
1.0,0.5,0.05,100,200,7,518
1.0,0.5,0.05,100,200,8,451
1.0,0.5,0.05,100,200,9,540
1.0,0.5,0.05,200,100,0,508
1.0,0.5,0.05,200,100,1,476
1.0,0.5,0.05,200,100,2,480
1.0,0.5,0.05,200,100,3,504
1.0,0.5,0.05,200,100,4,465
1.0,0.5,0.05,200,100,5,521
1.0,0.5,0.05,200,100,6,512
1.0,0.5,0.05,200,100,7,521
1.0,0.5,0.05,200,100,8,489
1.0,0.5,0.05,200,100,9,475
1.0,0.5,0.05,200,200,0,460
1.0,0.5,0.05,200,200,1,530
1.0,0.5,0.05,200,200,2,495
1.0,0.5,0.05,200,200,3,503
1.0,0.5,0.05,200,200,4,504
1.0,0.5,0.05,200,200,5,504
1.0,0.5,0.05,200,200,6,518
1.0,0.5,0.05,200,200,7,520
1.0,0.5,0.05,200,200,8,468
1.0,0.5,0.05,200,200,9,501
1.0,0.5,0.1,100,100,0,558
1.0,0.5,0.1,100,100,1,492
1.0,0.5,0.1,100,100,2,469
1.0,0.5,0.1,100,100,3,508
1.0,0.5,0.1,100,100,4,530
1.0,0.5,0.1,100,100,5,527
1.0,0.5,0.1,100,100,6,486
1.0,0.5,0.1,100,100,7,499
1.0,0.5,0.1,100,100,8,537
1.0,0.5,0.1,100,100,9,549
1.0,0.5,0.1,100,200,0,529
1.0,0.5,0.1,100,200,1,518
1.0,0.5,0.1,100,200,2,467
1.0,0.5,0.1,100,200,3,525
1.0,0.5,0.1,100,200,4,528
1.0,0.5,0.1,100,200,5,522
1.0,0.5,0.1,100,200,6,547
1.0,0.5,0.1,100,200,7,473
1.0,0.5,0.1,100,200,8,506
1.0,0.5,0.1,100,200,9,532
1.0,0.5,0.1,200,100,0,478
1.0,0.5,0.1,200,100,1,493
1.0,0.5,0.1,200,100,2,442
1.0,0.5,0.1,200,100,3,545
1.0,0.5,0.1,200,100,4,514
1.0,0.5,0.1,200,100,5,401
1.0,0.5,0.1,200,100,6,515
1.0,0.5,0.1,200,100,7,506
1.0,0.5,0.1,200,100,8,483
1.0,0.5,0.1,200,100,9,510
1.0,0.5,0.1,200,200,0,398
1.0,0.5,0.1,200,200,1,493
1.0,0.5,0.1,200,200,2,542
1.0,0.5,0.1,200,200,3,485
1.0,0.5,0.1,200,200,4,497
1.0,0.5,0.1,200,200,5,514
1.0,0.5,0.1,200,200,6,473
1.0,0.5,0.1,200,200,7,479
1.0,0.5,0.1,200,200,8,458
1.0,0.5,0.1,200,200,9,460
1.0,0.7,0.01,100,100,0,477
1.0,0.7,0.01,100,100,1,516
1.0,0.7,0.01,100,100,2,441
1.0,0.7,0.01,100,100,3,496
1.0,0.7,0.01,100,100,4,463
1.0,0.7,0.01,100,100,5,468
1.0,0.7,0.01,100,100,6,494
1.0,0.7,0.01,100,100,7,493
1.0,0.7,0.01,100,100,8,508
1.0,0.7,0.01,100,100,9,481
1.0,0.7,0.01,100,200,0,433
1.0,0.7,0.01,100,200,1,493
1.0,0.7,0.01,100,200,2,514
1.0,0.7,0.01,100,200,3,466
1.0,0.7,0.01,100,200,4,474
1.0,0.7,0.01,100,200,5,418
1.0,0.7,0.01,100,200,6,417
1.0,0.7,0.01,100,200,7,505
1.0,0.7,0.01,100,200,8,471
1.0,0.7,0.01,100,200,9,482
1.0,0.7,0.01,200,100,0,504
1.0,0.7,0.01,200,100,1,383
1.0,0.7,0.01,200,100,2,458
1.0,0.7,0.01,200,100,3,443
1.0,0.7,0.01,200,100,4,453
1.0,0.7,0.01,200,100,5,459
1.0,0.7,0.01,200,100,6,443
1.0,0.7,0.01,200,100,7,472
1.0,0.7,0.01,200,100,8,469
1.0,0.7,0.01,200,100,9,491
1.0,0.7,0.01,200,200,0,419
1.0,0.7,0.01,200,200,1,472
1.0,0.7,0.01,200,200,2,458
1.0,0.7,0.01,200,200,3,458
1.0,0.7,0.01,200,200,4,445
1.0,0.7,0.01,200,200,5,448
1.0,0.7,0.01,200,200,6,447
1.0,0.7,0.01,200,200,7,400
1.0,0.7,0.01,200,200,8,478
1.0,0.7,0.01,200,200,9,424
1.0,0.7,0.05,100,100,0,510
1.0,0.7,0.05,100,100,1,481
1.0,0.7,0.05,100,100,2,464
1.0,0.7,0.05,100,100,3,483
1.0,0.7,0.05,100,100,4,411
1.0,0.7,0.05,100,100,5,466
1.0,0.7,0.05,100,100,6,450
1.0,0.7,0.05,100,100,7,479
1.0,0.7,0.05,100,100,8,441
1.0,0.7,0.05,100,100,9,437
1.0,0.7,0.05,100,200,0,494
1.0,0.7,0.05,100,200,1,519
1.0,0.7,0.05,100,200,2,470
1.0,0.7,0.05,100,200,3,489
1.0,0.7,0.05,100,200,4,528
1.0,0.7,0.05,100,200,5,497
1.0,0.7,0.05,100,200,6,465
1.0,0.7,0.05,100,200,7,478
1.0,0.7,0.05,100,200,8,494
1.0,0.7,0.05,100,200,9,491
1.0,0.7,0.05,200,100,0,485
1.0,0.7,0.05,200,100,1,467
1.0,0.7,0.05,200,100,2,487
1.0,0.7,0.05,200,100,3,480
1.0,0.7,0.05,200,100,4,468
1.0,0.7,0.05,200,100,5,479
1.0,0.7,0.05,200,100,6,418
1.0,0.7,0.05,200,100,7,452
1.0,0.7,0.05,200,100,8,468
1.0,0.7,0.05,200,100,9,455
1.0,0.7,0.05,200,200,0,411
1.0,0.7,0.05,200,200,1,474
1.0,0.7,0.05,200,200,2,493
1.0,0.7,0.05,200,200,3,474
1.0,0.7,0.05,200,200,4,461
1.0,0.7,0.05,200,200,5,505
1.0,0.7,0.05,200,200,6,445
1.0,0.7,0.05,200,200,7,425
1.0,0.7,0.05,200,200,8,434
1.0,0.7,0.05,200,200,9,449
1.0,0.7,0.1,100,100,0,473
1.0,0.7,0.1,100,100,1,462
1.0,0.7,0.1,100,100,2,461
1.0,0.7,0.1,100,100,3,442
1.0,0.7,0.1,100,100,4,399
1.0,0.7,0.1,100,100,5,481
1.0,0.7,0.1,100,100,6,474
1.0,0.7,0.1,100,100,7,497
1.0,0.7,0.1,100,100,8,478
1.0,0.7,0.1,100,100,9,443
1.0,0.7,0.1,100,200,0,480
1.0,0.7,0.1,100,200,1,496
1.0,0.7,0.1,100,200,2,483
1.0,0.7,0.1,100,200,3,453
1.0,0.7,0.1,100,200,4,472
1.0,0.7,0.1,100,200,5,497
1.0,0.7,0.1,100,200,6,465
1.0,0.7,0.1,100,200,7,504
1.0,0.7,0.1,100,200,8,484
1.0,0.7,0.1,100,200,9,440
1.0,0.7,0.1,200,100,0,454
1.0,0.7,0.1,200,100,1,462
1.0,0.7,0.1,200,100,2,485
1.0,0.7,0.1,200,100,3,444
1.0,0.7,0.1,200,100,4,504
1.0,0.7,0.1,200,100,5,492
1.0,0.7,0.1,200,100,6,451
1.0,0.7,0.1,200,100,7,436
1.0,0.7,0.1,200,100,8,438
1.0,0.7,0.1,200,100,9,477
1.0,0.7,0.1,200,200,0,495
1.0,0.7,0.1,200,200,1,468
1.0,0.7,0.1,200,200,2,486
1.0,0.7,0.1,200,200,3,445
1.0,0.7,0.1,200,200,4,452
1.0,0.7,0.1,200,200,5,447
1.0,0.7,0.1,200,200,6,394
1.0,0.7,0.1,200,200,7,427
1.0,0.7,0.1,200,200,8,412
1.0,0.7,0.1,200,200,9,458
1.0,0.9,0.01,100,100,0,291
1.0,0.9,0.01,100,100,1,291
1.0,0.9,0.01,100,100,2,291
1.0,0.9,0.01,100,100,3,291
1.0,0.9,0.01,100,100,4,317
1.0,0.9,0.01,100,100,5,291
1.0,0.9,0.01,100,100,6,291
1.0,0.9,0.01,100,100,7,313
1.0,0.9,0.01,100,100,8,299
1.0,0.9,0.01,100,100,9,321
1.0,0.9,0.01,100,200,0,291
1.0,0.9,0.01,100,200,1,291
1.0,0.9,0.01,100,200,2,291
1.0,0.9,0.01,100,200,3,291
1.0,0.9,0.01,100,200,4,291
1.0,0.9,0.01,100,200,5,291
1.0,0.9,0.01,100,200,6,291
1.0,0.9,0.01,100,200,7,291
1.0,0.9,0.01,100,200,8,291
1.0,0.9,0.01,100,200,9,291
1.0,0.9,0.01,200,100,0,291
1.0,0.9,0.01,200,100,1,299
1.0,0.9,0.01,200,100,2,291
1.0,0.9,0.01,200,100,3,295
1.0,0.9,0.01,200,100,4,291
1.0,0.9,0.01,200,100,5,295
1.0,0.9,0.01,200,100,6,321
1.0,0.9,0.01,200,100,7,291
1.0,0.9,0.01,200,100,8,348
1.0,0.9,0.01,200,100,9,295
1.0,0.9,0.01,200,200,0,291
1.0,0.9,0.01,200,200,1,291
1.0,0.9,0.01,200,200,2,291
1.0,0.9,0.01,200,200,3,291
1.0,0.9,0.01,200,200,4,291
1.0,0.9,0.01,200,200,5,291
1.0,0.9,0.01,200,200,6,291
1.0,0.9,0.01,200,200,7,291
1.0,0.9,0.01,200,200,8,291
1.0,0.9,0.01,200,200,9,291
1.0,0.9,0.05,100,100,0,352
1.0,0.9,0.05,100,100,1,322
1.0,0.9,0.05,100,100,2,291
1.0,0.9,0.05,100,100,3,345
1.0,0.9,0.05,100,100,4,291
1.0,0.9,0.05,100,100,5,315
1.0,0.9,0.05,100,100,6,361
1.0,0.9,0.05,100,100,7,291
1.0,0.9,0.05,100,100,8,337
1.0,0.9,0.05,100,100,9,339
1.0,0.9,0.05,100,200,0,299
1.0,0.9,0.05,100,200,1,291
1.0,0.9,0.05,100,200,2,291
1.0,0.9,0.05,100,200,3,291
1.0,0.9,0.05,100,200,4,291
1.0,0.9,0.05,100,200,5,291
1.0,0.9,0.05,100,200,6,291
1.0,0.9,0.05,100,200,7,291
1.0,0.9,0.05,100,200,8,291
1.0,0.9,0.05,100,200,9,291
1.0,0.9,0.05,200,100,0,291
1.0,0.9,0.05,200,100,1,321
1.0,0.9,0.05,200,100,2,291
1.0,0.9,0.05,200,100,3,357
1.0,0.9,0.05,200,100,4,299
1.0,0.9,0.05,200,100,5,307
1.0,0.9,0.05,200,100,6,353
1.0,0.9,0.05,200,100,7,355
1.0,0.9,0.05,200,100,8,341
1.0,0.9,0.05,200,100,9,351
1.0,0.9,0.05,200,200,0,291
1.0,0.9,0.05,200,200,1,291
1.0,0.9,0.05,200,200,2,291
1.0,0.9,0.05,200,200,3,291
1.0,0.9,0.05,200,200,4,291
1.0,0.9,0.05,200,200,5,291
1.0,0.9,0.05,200,200,6,291
1.0,0.9,0.05,200,200,7,291
1.0,0.9,0.05,200,200,8,291
1.0,0.9,0.05,200,200,9,291
1.0,0.9,0.1,100,100,0,371
1.0,0.9,0.1,100,100,1,340
1.0,0.9,0.1,100,100,2,371
1.0,0.9,0.1,100,100,3,411
1.0,0.9,0.1,100,100,4,368
1.0,0.9,0.1,100,100,5,315
1.0,0.9,0.1,100,100,6,335
1.0,0.9,0.1,100,100,7,337
1.0,0.9,0.1,100,100,8,403
1.0,0.9,0.1,100,100,9,319
1.0,0.9,0.1,100,200,0,291
1.0,0.9,0.1,100,200,1,329
1.0,0.9,0.1,100,200,2,321
1.0,0.9,0.1,100,200,3,291
1.0,0.9,0.1,100,200,4,311
1.0,0.9,0.1,100,200,5,291
1.0,0.9,0.1,100,200,6,354
1.0,0.9,0.1,100,200,7,291
1.0,0.9,0.1,100,200,8,291
1.0,0.9,0.1,100,200,9,291
1.0,0.9,0.1,200,100,0,325
1.0,0.9,0.1,200,100,1,332
1.0,0.9,0.1,200,100,2,307
1.0,0.9,0.1,200,100,3,345
1.0,0.9,0.1,200,100,4,303
1.0,0.9,0.1,200,100,5,360
1.0,0.9,0.1,200,100,6,307
1.0,0.9,0.1,200,100,7,399
1.0,0.9,0.1,200,100,8,352
1.0,0.9,0.1,200,100,9,321
1.0,0.9,0.1,200,200,0,291
1.0,0.9,0.1,200,200,1,317
1.0,0.9,0.1,200,200,2,291
1.0,0.9,0.1,200,200,3,295
1.0,0.9,0.1,200,200,4,311
1.0,0.9,0.1,200,200,5,291
1.0,0.9,0.1,200,200,6,303
1.0,0.9,0.1,200,200,7,317
1.0,0.9,0.1,200,200,8,307
1.0,0.9,0.1,200,200,9,291
